image_id,file_name,caption,chair_i,is_hallucinating,gt_objects,mentioned_objects,hallucinated_objects,n_gt,n_mentioned,n_hallucinated
437351,000000437351.jpg,"The image features a woman sitting on a chair, surrounded by a pile of luggage. She is positioned in the center of the scene, with the luggage stacked on her left and right sides. There are three suitcases in total, with one on her left, another on her right, and the third one placed in front of her.

In addition to the woman and the luggage, there is a handbag located near the woman, and a TV can be seen in the background, slightly to the left of the woman.",0.6,True,person|suitcase,chair|handbag|person|suitcase|tv,chair|handbag|tv,2,5,3
438774,000000438774.jpg,"The image depicts a group of people gathered in a kitchen, enjoying a party. There are five people in the scene, with some standing and others sitting around a dining table. The table is adorned with a cake, and several wine glasses are placed on it, indicating that the guests are drinking wine.

The kitchen is well-equipped with various appliances, including a refrigerator, an oven, and a microwave. There are also a couple of bowls on the table, and a spoon can be seen nearby. A chair is positioned near the table, and a clock is mounted on the wall. The overall atmosphere of the scene is lively and",0.3333,True,bottle|cake|chair|cup|dining table|microwave|person|refrigerator|sink|wine glass,cake|chair|clock|dining table|microwave|oven|person|refrigerator|spoon,clock|oven|spoon,10,9,3
439290,000000439290.jpg,"The image features a large banana tree with numerous bunches of green bananas hanging from its branches. The bananas are scattered throughout the tree, with some bunches being closer to the top and others near the bottom. The tree appears to be healthy and thriving, providing a natural habitat for the bananas.",0.0,False,banana,banana,,1,1,0
439426,000000439426.jpg,"The image features a person holding a glazed donut in their hand. The donut is placed in the center of the scene, with the person's hand positioned on the left side. Another person can be seen in the background, standing near the right edge of the image.

There is a bench located in the upper part of the scene, and a chair is visible in the lower left corner. A handbag is placed on the ground, close to the person in the background. The overall setting appears to be an outdoor area with a casual atmosphere.",0.6,True,donut|person,bench|chair|donut|handbag|person,bench|chair|handbag,2,5,3
439525,000000439525.jpg,"The image features a man and a woman standing together, cutting a cake placed on a dining table. The man is on the left side of the woman, and they are both focused on the task at hand. The cake is positioned in the center of the table, and a knife is being used to cut it.

There are several bottles scattered around the table, with some placed near the cake and others further away. A wine glass can also be seen on the table, closer to the right side. The scene appears to be a celebration or a special occasion, with the couple enjoying the moment together.",0.2,True,bottle|cake|dining table|knife|person,cake|dining table|knife|person|wine glass,wine glass,5,5,1
442161,000000442161.jpg,"The image features three people standing in a room, each holding a wine glass. They appear to be enjoying a social gathering or a wine tasting event. The people are positioned in the center of the room, with one person on the left, another in the middle, and the third person on the right.

There are two wine glasses visible in the scene, one held by the person on the left and the other by the person in the middle. The room also contains a handbag placed on the floor, and a clock mounted on the wall.",0.25,True,handbag|person|wine glass,clock|handbag|person|wine glass,clock,3,4,1
444275,000000444275.jpg,"The image features a microwave and a toaster oven sitting on the ground outside. The microwave is positioned to the left of the toaster oven, and both appliances are placed on a concrete surface. The scene appears to be set in a park or an outdoor area, as there are trees in the background.",0.6667,True,microwave,microwave|oven|toaster,oven|toaster,1,3,2
445658,000000445658.jpg,"The image depicts a large, well-equipped kitchen with wooden cabinets and a black stove. The stove is surrounded by various items, including a toaster, a microwave, and a coffee maker. There are also multiple bottles and cups scattered throughout the kitchen.

In addition to the kitchen appliances, there are several bowls placed on the countertops, as well as a spoon and a fork. A sink can be seen in the background, and a refrigerator is located on the left side of the kitchen.

A dog is present in the kitchen, standing near the stove and adding a lively atmosphere to the scene.",0.5,True,bottle|bowl|microwave|oven|refrigerator|sink|teddy bear,dog|fork|microwave|oven|refrigerator|sink|spoon|toaster,dog|fork|spoon|toaster,7,8,4
445999,000000445999.jpg,"The image features a woman with long hair, brushing her teeth with a toothbrush. She is wearing a ring on her finger. The woman is looking at the camera while brushing her teeth, capturing a candid moment.",0.0,False,person|toothbrush,person|toothbrush,,2,2,0
446574,000000446574.jpg,"The image depicts a small bathroom with a white toilet situated next to a bathtub. The toilet is positioned on the left side of the bathroom, while the bathtub is on the right side. A shower curtain is hanging in front of the bathtub, providing privacy.

In addition to the toilet and bathtub, there is a sink located in the middle of the bathroom. Above the sink, there is a mirror, and a towel rack is mounted on the wall. A bottle can be seen placed on the right side of the sink, and a cup is located near the sink as well.",0.5,True,bottle|toilet,bottle|cup|sink|toilet,cup|sink,2,4,2
447088,000000447088.jpg,"The image features three baseball players walking across a field, each wearing a baseball uniform. One player is holding a baseball bat, while the other two players are carrying baseball gloves. The players are walking in a line, with one player leading the way.

The field appears to be a mix of grass and dirt, providing a suitable environment for the players to practice their skills. The players are likely preparing for a game or a practice session.",0.3333,True,baseball bat|person,baseball bat|person|sports ball,sports ball,2,3,1
447314,000000447314.jpg,"The image depicts a lush green field with a woman and a child flying a kite. The woman is holding the kite string, while the child stands nearby, enjoying the activity. There are several other people scattered around the field, possibly watching the kite flying or engaging in their own activities.

In the background, there is a large tower, which adds to the scenic beauty of the location. The overall atmosphere of the scene is one of leisure and outdoor fun.",0.0,False,kite|person,kite|person,,2,2,0
447611,000000447611.jpg,"The image features a person cutting the back of a laptop computer with a pair of scissors. The laptop is placed on a wooden table, and the person is using the scissors to remove the back panel. The person is focused on the task, and the scissors are clearly visible in their hands.",0.5,True,knife|laptop|person,dining table|laptop|person|scissors,dining table|scissors,3,4,2
450439,000000450439.jpg,"The image features a blue, white, and red kite flying high in the sky. The kite is positioned towards the left side of the frame, with its tail extending towards the right side. The sky is clear and blue, providing an ideal backdrop for the kite's flight.",0.0,False,kite,kite,,1,1,0
451435,000000451435.jpg,"The image features a tennis court with a net in the middle. There are two tennis balls on the court, one near the net and the other closer to the right side. A tennis racket is also visible on the court, placed near the left side. The court appears to be empty, with no players or spectators present.",0.0,False,person|sports ball|tennis racket,tennis racket,,3,1,0
452321,000000452321.jpg,"The image features a red bus parked at a bus stop, with a person standing nearby. There are two other buses in the scene, one located further back and another on the left side. A few people can be seen in the area, with one person standing close to the red bus and two others standing further away.

In addition to the buses, there are two benches in the scene, one near the center and the other on the right side. A handbag is also visible, placed on the ground near the person standing close to the red bus.",0.6667,True,bus,bus|handbag|person,handbag|person,1,3,2
453001,000000453001.jpg,"The image features two women standing on a patio, each holding a suitcase. They appear to be preparing for a trip or returning from one. The patio is surrounded by various potted plants, with some placed near the women and others scattered throughout the scene.

In addition to the potted plants, there are two benches in the scene, one located near the left side of the image and the other on the right side. A chair can also be seen in the background, closer to the right side of the image.",0.5,True,bench|person|potted plant|suitcase,chair|suitcase,chair,4,2,1
458054,000000458054.jpg,"The image features a row of old, dirty toilets lined up in a forest setting. There are a total of nine toilets in the scene, with some of them appearing to be broken or in poor condition. The toilets are placed in a line, with some of them closer to the foreground and others further back in the scene. The overall atmosphere of the image is quite eerie and unsettling due to the presence of these discarded toilets in a natural environment.",0.0,False,toilet,,,1,0,0
458255,000000458255.jpg,"The image features a young girl lying in bed, reading a book. She is accompanied by a black cat, which is resting on the bed beside her. The bed is covered with a white sheet, and the girl appears to be enjoying her time reading. The scene is cozy and peaceful, showcasing the bond between the girl and her cat.",0.0,False,bed|book|cat|person,bed|book|cat|person,,4,4,0
458325,000000458325.jpg,"The image depicts a busy city street filled with cars, people, and traffic lights. There are several cars parked along the street, and a few cars are driving down the road. A man is riding a skateboard down the middle of the street, while another person is walking nearby.

There are multiple traffic lights visible in the scene, ensuring the safe flow of traffic. A few pedestrians can be seen walking on the sidewalks, and a few people are standing or walking in the middle of the street.

In addition to the vehicles and people, there is a bicycle parked on the side of the street, and a handbag is visible in the scene. The overall",0.5,True,car|person|skateboard|traffic light,bicycle|handbag|person|skateboard,bicycle|handbag,4,4,2
458992,000000458992.jpg,"The image features a woman sitting at a dining table, enjoying a large pizza. She is holding a fork and knife, ready to dig into the delicious meal. The table is surrounded by chairs, with one on the left side and another on the right side.

In the background, there is a couch situated behind the woman, and a cup can be seen placed on the table. The scene appears to be set in a cozy and comfortable environment, perfect for enjoying a meal.",0.4286,True,fork|knife|person|pizza,couch|cup|dining table|fork|knife|person|pizza,couch|cup|dining table,4,7,3
461009,000000461009.jpg,"The image features a man sitting in a chair, holding a small, round fruit in his hand. He is smiling and appears to be enjoying the moment. There are several other people in the scene, some of whom are sitting and others standing.

In the room, there are multiple chairs, a dining table, and a refrigerator. A cup can be seen on the dining table, and a bowl is placed nearby. The overall atmosphere of the scene is relaxed and social.",0.6667,True,apple|chair|person,bowl|chair|cup|dining table|person|refrigerator,bowl|cup|dining table|refrigerator,3,6,4
461573,000000461573.jpg,"The image features a park with a white metal bench situated in the middle of a grassy area. The bench is surrounded by green grass, and it appears to be in a somewhat worn condition. There are no people or animals visible in the scene. The bench is positioned near a tree, which adds to the park's natural ambiance.",0.5,True,bench,bench|person,person,1,2,1
463037,000000463037.jpg,"The image features a large silver airplane parked on a grassy field. The airplane has a propeller on the front, and it appears to be an old model. The plane is positioned in the middle of the field, with its wings extending outwards.

There are no people or animals visible in the scene. The focus is on the airplane and its surroundings.",0.5,True,airplane|car,airplane|person,person,2,2,1
464144,000000464144.jpg,"The image features a man wearing a green jacket and a helmet, skiing down a snow-covered slope. He is holding ski poles in his hands, which are visible as he glides down the hill. The man appears to be enjoying his time on the slopes.

In the background, there are several other people scattered across the scene, possibly skiing or snowboarding as well. The overall atmosphere of the image is one of winter sports and outdoor recreation.",0.0,False,person|skis,person|skis,,2,2,0
464251,000000464251.jpg,"The image features a red bird perched on a wooden fence. The bird is sitting on the fence, possibly enjoying the view or observing its surroundings. The fence is located near a potted plant, which is situated on the ground. The scene appears to be set in a garden or an outdoor area with a focus on the bird and the fence.",0.5,True,bird|chair,bird|potted plant,potted plant,2,2,1
465129,000000465129.jpg,"The image features a woman standing in a kitchen, holding a coffee mug. She is positioned under a hanging light fixture, which is located above the kitchen counter. The kitchen is well-equipped with various appliances, including a refrigerator, a sink, and an oven.

There are multiple cups and bowls scattered around the kitchen, with one cup placed near the woman and another one further away. A banana can be seen on the counter, and a clock is mounted on the wall. The overall scene depicts a cozy and functional kitchen environment.",0.25,True,banana|bottle|bowl|clock|cup|microwave|oven|person|sink,banana|clock|cup|dining table|oven|person|refrigerator|sink,dining table|refrigerator,9,8,2
468124,000000468124.jpg,"The image features a large, colorful double-decker bus parked in a grassy area. The bus is prominently displayed, occupying a significant portion of the scene. There are several people scattered around the bus, some closer to the front and others near the back.

In addition to the bus and people, there are two umbrellas in the scene. One umbrella is located near the center of the image, while the other is positioned towards the right side. A book can also be seen on the right side of the image, possibly belonging to one of the people present.",0.5,True,bus|car|person,book|bus|person|umbrella,book|umbrella,3,4,2
470173,000000470173.jpg,"The image features a statue of a woman holding a basket, standing on a pedestal in a grassy area. The statue is positioned in the center of the scene, and the woman appears to be wearing a dress.

In the background, there are several bicycles parked, with one located near the left side of the image, another in the middle, and the third one on the right side. Additionally, there are two people in the scene, one standing closer to the left side and the other person standing near the right side of the image.",1.0,True,bicycle,person,person,1,1,1
472046,000000472046.jpg,"The image features a large, open kitchen with a dining table and several chairs placed around it. The kitchen is well-equipped with a stove, oven, and sink. There are multiple bowls and cups on the countertops, as well as a potted plant and a vase adding a touch of greenery and decoration to the space.

In the living area, there are two couches, one on the left side and the other on the right side of the room. A TV is mounted on the wall, and a few books can be seen placed nearby. A potted plant is also present in the living area, adding to the overall ambiance of the space.

Out",0.1667,True,bowl|chair|couch|dining table|orange|oven|potted plant|sink|vase,dining table|oven|potted plant|sink|tv|vase,tv,9,6,1
472678,000000472678.jpg,"The image features a computer desk with a computer monitor, keyboard, and mouse on it. There are two computer monitors on the desk, one on the left side and the other on the right side. A keyboard is placed in front of the monitors, and a mouse is located to the right of the keyboard.

In addition to the computer equipment, there are several books scattered around the desk. Some books are placed near the keyboard, while others are located on the right side of the desk. A cup can be seen on the left side of the desk, and a bottle is positioned on the right side.

There are three people in the scene, with one person standing near the left side",0.375,True,book|bottle|cell phone|chair|keyboard|mouse|person|remote|tv,bottle|cup|dining table|keyboard|laptop|mouse|person|tv,cup|dining table|laptop,9,8,3
473121,000000473121.jpg,"The image captures a thrilling moment of a skier racing down a snow-covered slope. The skier is wearing a black and white outfit and is in the middle of the race. The skier is leaning forward, demonstrating their skill and determination.

There are two other people in the scene, one standing near the left edge of the image and another person closer to the right side. A stop sign is visible in the middle of the scene, likely marking the start or end of the race.

The skier's skis are clearly visible, with one set of skis located on the left side of the image and the other set on the right side. The skier'",0.3333,True,person|skis,person|skis|stop sign,stop sign,2,3,1
474164,000000474164.jpg,"The image features a brown dog sitting on top of a brown truck. The dog appears to be enjoying its elevated position, possibly observing its surroundings. The truck is parked in a parking lot, and there are several cars visible in the background.

In addition to the truck and cars, there are two people in the scene. One person is standing near the left side of the truck, while the other person is located closer to the right side. A fire hydrant can also be seen in the background, near the right edge of the image.",0.5,True,car|dog|truck,dog|fire hydrant|person|truck,fire hydrant|person,3,4,2
475484,000000475484.jpg,"The image depicts a busy city street with a yellow parking meter prominently placed on the sidewalk. The street is filled with various vehicles, including cars and trucks, parked along the side. There are several people walking around, some of them carrying handbags.

In addition to the vehicles and pedestrians, there are multiple traffic lights visible in the scene, ensuring the safe flow of traffic. The street is lined with palm trees, adding a touch of greenery to the urban environment.",0.0,False,car|parking meter|person|traffic light,parking meter|person,,4,2,0
475678,000000475678.jpg,"The image features a large collection of suitcases and bags, all of which are tagged and ready for travel. The suitcases are of various sizes and colors, with some being orange, black, and blue. They are arranged in a pile, occupying a significant portion of the floor.

In addition to the suitcases, there are two people visible in the scene. One person is located on the left side of the image, while the other person is on the right side. They appear to be either preparing for a trip or organizing the luggage.",0.6667,True,suitcase,orange|person|suitcase,orange|person,1,3,2
475779,000000475779.jpg,"The image features a large elephant standing in a grassy area with trees in the background. The elephant is positioned towards the left side of the image, and its trunk is visible, reaching towards the ground. The scene appears to be a natural habitat for the elephant, with the trees providing a sense of depth and a backdrop for the animal.",0.0,False,elephant,elephant,,1,1,0
476119,000000476119.jpg,"The image features a man riding a skateboard down a street. He is wearing a helmet for safety while enjoying his ride. There are two cars parked on the street, one on the left side and the other on the right side. A truck can also be seen parked further down the street.

In addition to the main skateboarder, there are two other people in the scene, one standing closer to the left side of the image and the other person standing near the center.",0.0,False,car|person|skateboard|truck,person|skateboard|truck,,4,3,0
478474,000000478474.jpg,"The image features a large red truck driving down a street, with a speed limit sign visible in the background. The truck is positioned in the middle of the scene, and it appears to be a semi-truck. There are several cars on the road, with one car located behind the truck and two others further down the street.

In addition to the vehicles, there are two people in the scene. One person is standing near the left side of the image, while the other person is located closer to the right side. The presence of these individuals suggests that they might be pedestrians or drivers of the other vehicles on the road.",0.3333,True,car|truck,car|person|truck,person,2,3,1
479126,000000479126.jpg,"The image features two women sitting outside on a patio. One woman is sitting on a chair, while the other is sitting on a bench. They are both using their cell phones, with one woman holding a cell phone in her hand and the other woman holding a cell phone in her lap.

There are two chairs in the scene, one near the woman sitting on the bench and the other near the woman sitting on the chair. A laptop is placed on the ground, close to the woman sitting on the bench. A bottle can be seen on the ground, possibly containing a beverage for the women to enjoy during their outdoor time.",0.5,True,chair|laptop|person|wine glass,bench|bottle|cell phone|chair|laptop|person,bench|bottle|cell phone,4,6,3
479912,000000479912.jpg,"The image features a large commercial airplane parked on the tarmac at an airport. The airplane is positioned in the middle of the scene, with its nose pointing towards the left side of the image.

There are several people scattered around the airplane, likely attending to various tasks or preparing for boarding. Some of them are standing closer to the airplane, while others are further away.

In addition to the airplane and people, there are two trucks visible in the scene. One truck is located on the right side of the image, while the other is situated on the left side. These trucks might be involved in the airplane's maintenance or servicing.",0.0,False,airplane|person|truck,airplane|person|truck,,3,3,0
480842,000000480842.jpg,"The image features a group of giraffes in a lush green field. There are three giraffes in total, with one standing prominently in the foreground, another in the middle, and the third one further back. The giraffes are surrounded by tall green bushes, creating a natural habitat for them. The scene captures the beauty of these majestic animals in their natural environment.",0.0,False,giraffe,,,1,0,0
485027,000000485027.jpg,"The image features a man wearing a blue shirt and yellow headband, standing on a tennis court and preparing to serve the ball. He is holding a tennis racket, ready to hit the ball. The scene captures the intensity and focus of the tennis player as he gets ready to make his move.",0.0,False,person|sports ball|tennis racket,person|sports ball|tennis racket,,3,3,0
486112,000000486112.jpg,"The image features a man standing next to an elephant, which is being sprayed with water from a hose. The man is holding the hose, and the elephant is standing in a dirt area. The scene appears to be taking place in a zoo, as the elephant is being cared for and cleaned.",0.0,False,elephant|person,elephant|person,,2,2,0
489014,000000489014.jpg,"The image features a white sailboat with a dog standing on the deck. The dog appears to be enjoying the ride, possibly even looking at the camera. The sailboat is floating on a body of water, and there is a person visible on the boat, likely the owner or a crew member. The scene captures the excitement and adventure of sailing with a beloved pet.",0.0,False,boat|dog|person,boat|dog|person,,3,3,0
489046,000000489046.jpg,"The image features a small bird perched on a tree branch, surrounded by lush green leaves. The bird is positioned towards the right side of the branch, and its head is turned to the left. The scene appears to be set in a tropical environment, with the bird being the main focus of the image.",0.0,False,bird,bird,,1,1,0
489611,000000489611.jpg,"The image features a young boy standing in a room, holding a Nintendo Wii game controller. He appears to be playing a video game, possibly on a TV screen that is not visible in the image. The boy is wearing a green shirt and is focused on the game.

In the room, there is a potted plant located on the left side, and a vase can be seen on the right side. A couch is situated in the background, and a bottle is placed on a surface nearby. The scene captures the boy's engagement with the video game and the cozy atmosphere of the room.",0.6667,True,person|potted plant|remote,bottle|couch|person|potted plant|tv|vase,bottle|couch|tv|vase,3,6,4
493286,000000493286.jpg,"The image features a red vintage car parked next to a large airplane. The car is positioned in front of the airplane, with the airplane's propellers visible in the background. The car appears to be an old-fashioned model, adding a sense of nostalgia to the scene.

There are two people in the image, one standing closer to the left side of the car and the other person standing near the center of the scene. The presence of these individuals suggests that they might be admiring the vintage car and the airplane.",0.0,False,airplane|car|person,airplane|car|person,,3,3,0
494759,000000494759.jpg,"The image features a group of people standing on a sandy beach, enjoying a day of kite flying. There are three people in the scene, with one person standing closer to the left side, another person in the middle, and the third person on the right side of the image.

A colorful kite is flying high in the sky, capturing the attention of the people on the beach. The kite is positioned towards the center of the image, with its tail extending towards the left side. The beach setting and the presence of the kite create a lively and fun atmosphere for the people gathered there.",0.0,False,kite|person,kite|person,,2,2,0
494869,000000494869.jpg,"The image depicts a woman and a young child in a kitchen, preparing food together. The woman is standing near the sink, while the child is standing closer to the oven. They are surrounded by various kitchen items.

There are two bowls on the counter, one near the sink and the other closer to the oven. A spoon is also visible on the counter, placed near the sink. A bottle can be seen on the counter, positioned between the sink and the oven.

In the room, there are two dogs, one located near the woman and the other closer to the child. A refrigerator is present in the background, and a sink is situated in the middle of",0.5714,True,bottle|bowl|dog|person|spoon,bottle|dining table|oven|person|refrigerator|sink|spoon,dining table|oven|refrigerator|sink,5,7,4
498286,000000498286.jpg,"The image features a brown and white dog with a black collar, sitting in the foreground. The dog appears to be looking at the camera, possibly posing for a picture. In the background, there is a car parked on the right side of the scene. Additionally, there is a person standing near the car, possibly the owner or a passerby.",0.3333,True,car|dog|truck,car|dog|person,person,3,3,1
498807,000000498807.jpg,"The image features a young girl wearing a wetsuit, skillfully riding a pink surfboard on a wave in the ocean. She appears to be enjoying her time in the water, showcasing her surfing abilities. The scene captures the excitement and thrill of surfing, as the girl navigates the waves with ease.",0.0,False,person|surfboard,person|surfboard,,2,2,0
499622,000000499622.jpg,"The image features a police officer riding a motorcycle down a street. The officer is wearing a helmet and a uniform, and the motorcycle is equipped with a sidecar. The scene also includes a traffic light, which is located on the left side of the image.

There are two other people in the scene, one standing closer to the left side of the image and the other person standing further to the right. Additionally, there is a dog in the scene, positioned near the center of the image.",0.5,True,motorcycle|person,dog|motorcycle|person|traffic light,dog|traffic light,2,4,2
501023,000000501023.jpg,"The image features a stop sign on a pole, with a street sign above it. The stop sign is positioned on the side of a road, and there is a car parked nearby. The scene also includes a person standing close to the stop sign, possibly waiting to cross the street or observing the surroundings. The presence of a skateboard in the scene suggests that someone might be skateboarding in the area.",0.75,True,stop sign|traffic light,car|person|skateboard|stop sign,car|person|skateboard,2,4,3
502732,000000502732.jpg,"The image features a kitchen with a large stainless steel refrigerator freezer positioned in the center of the room. The refrigerator has a freezer drawer on the bottom, and it is surrounded by a wooden cabinet. The kitchen also has a sink located towards the right side of the room.

There are two people in the scene, one standing closer to the left side of the room and the other person standing near the center of the room. The kitchen appears to be well-equipped and ready for use.",0.6667,True,refrigerator,person|refrigerator|sink,person|sink,1,3,2
503855,000000503855.jpg,"The image features a park with a grassy field and several people scattered throughout the area. There are two umbrellas lying on the ground, one yellow and the other black, adding a pop of color to the scene. 

In addition to the people, there are a few handbags and backpacks visible in the park, likely belonging to the visitors. A bench can be seen in the background, providing a place for people to sit and relax.

There are also a few potted plants placed around the park, adding to the greenery and ambiance. A truck is parked nearby, possibly belonging to one of the visitors.",0.6667,True,backpack|person|umbrella,bench|person|truck,bench|truck,3,3,2
504074,000000504074.jpg,"The image features a woman sitting in a chair, smoking a cigarette and using a laptop. She is wearing glasses and appears to be enjoying her time outdoors. Another person is visible in the scene, sitting on a chair nearby.

There are two chairs in the scene, one occupied by the woman and the other one unoccupied. A cell phone can be seen on a surface close to the woman. Additionally, there is a potted plant in the background, adding a touch of greenery to the scene.",0.4,True,chair|laptop|person|wine glass,cell phone|chair|laptop|person|potted plant,cell phone|potted plant,4,5,2
506454,000000506454.jpg,"The image features a park with a wooden bench situated in the middle of a grassy field. The bench is surrounded by trees, providing a peaceful and natural setting. There are several potted plants scattered throughout the park, adding to the greenery and beauty of the area.

In addition to the bench, there are two people in the park, one closer to the left side and the other near the right side. A car can be seen parked in the background, likely belonging to one of the visitors enjoying the park.",0.3333,True,bench|person,bench|car|person,car,2,3,1
509258,000000509258.jpg,"The image features a street scene with a large building in the background. There are two street signs on a pole, one of which is a green sign pointing towards Capps, Greenville, St. Petersburg, and Tallahassee. A pedestrian crossing sign is also visible on the pole.

In the scene, there are two benches, one located closer to the left side of the image and the other towards the right side. A car is parked on the right side of the image, and a truck can be seen further back on the right side. Additionally, there is a person standing near the center of the image, possibly waiting to cross the street or just observing the surroundings.",1.0,True,bench,car|person|truck,car|person|truck,1,3,3
511760,000000511760.jpg,"The image features a cloudy sky with a few power lines visible. There are several palm trees scattered throughout the scene, with some closer to the foreground and others further in the background. The sky appears to be overcast, creating a somewhat gloomy atmosphere.",0.0,False,car|kite|person,,,3,0,0
513688,000000513688.jpg,"The image features a wooden desk with a laptop computer placed on it. A chair is positioned in front of the desk, and a mouse can be seen on the desk as well. There is a telephone on the desk, and a notebook is also present. The desk is situated in a room with a couch in the background.",0.2,True,chair|dining table|laptop|mouse,chair|couch|dining table|laptop|mouse,couch,4,5,1
514376,000000514376.jpg,"The image features a city street with a blue and white train traveling down the tracks. The train is positioned in the middle of the scene, and it appears to be a tram or a trolley. There are several traffic lights visible along the street, with one on the left side, another in the middle, and the third on the right side.

In addition to the train, there are multiple cars on the street, with one on the left side, another in the middle, and a third on the right side. A person can be seen standing near the middle of the scene, possibly waiting for the train or observing the traffic.

There are also two benches in the scene, one located on the left",1.0,True,bench|bus|car|traffic light,person|train,person|train,4,2,2
515577,000000515577.jpg,"The image depicts two people skiing on a snow-covered slope. They are both wearing skis and appear to be enjoying their time on the snowy hill. The scene is set in a snowy field, with the two skiers being the main focus of the image.",0.0,False,person|skis,person|skis,,2,2,0
516038,000000516038.jpg,"The image captures a baseball game in progress, with a pitcher in the middle of throwing a pitch. The pitcher is wearing a baseball glove, and the ball is in the air, close to the pitcher. There are two other people in the scene, one standing behind the pitcher and another person further away.

The field is well-maintained, with a green grass covering the area. The pitcher is positioned on the left side of the image, while the other two people are located on the right side. The scene is set on a baseball field, with the focus on the pitcher and the ongoing game.",0.0,False,baseball glove|person|sports ball,baseball glove|person|sports ball,,3,3,0
516173,000000516173.jpg,"The image features a person standing on a beach, holding a surfboard. The person is wearing a wetsuit, which is a common attire for surfers. The surfboard is positioned in front of the person, ready for use in the ocean. The beach setting is further emphasized by the presence of the water and the waves.",0.0,False,person|surfboard,person|surfboard,,2,2,0
519039,000000519039.jpg,"The image features a garbage truck driving down a street, with a red stop sign visible in the scene. The truck is positioned in the middle of the street, and there is a person standing near the truck.

In addition to the garbage truck, there are two other vehicles in the scene: a car and a bus. The car is located on the left side of the street, while the bus is on the right side.

There are also two fire hydrants in the image, one near the center of the street and the other closer to the right side. A tree can be seen in the background, adding to the overall atmosphere of the scene.",0.8,True,truck,bus|car|person|stop sign|truck,bus|car|person|stop sign,1,5,4
519522,000000519522.jpg,"The image features a large clock tower, likely Big Ben, towering over the city of London. The clock is prominently displayed on the tower, and the sky is visible in the background. The tower is surrounded by other buildings, creating a picturesque cityscape.

In addition to the clock tower, there are two people visible in the scene, one standing closer to the left side of the image and the other near the center. The presence of these individuals adds a sense of scale and life to the scene.",0.5,True,clock,clock|person,person,1,2,1
519611,000000519611.jpg,"The image features a large white polar bear standing on a rocky surface. The bear appears to be yawning, possibly due to the cold weather or tiredness. The bear is positioned in the center of the scene, with its mouth open.

In the background, there is a person standing further back, possibly observing the polar bear or taking a photograph. The scene captures the beauty of the polar bear in its natural habitat.",0.5,True,bear,bear|person,person,1,2,1
520324,000000520324.jpg,"The image features a small airplane parked on a runway, surrounded by a grassy field. The airplane is positioned in the middle of the scene, with a truck nearby, likely used for refueling or maintenance purposes. 

There are two people in the scene, one standing closer to the airplane and the other further away. Additionally, there are two birds visible in the sky, one near the top left corner and the other towards the top right corner of the image.",0.3333,True,airplane|person,airplane|person|truck,truck,2,3,1
520659,000000520659.jpg,"The image depicts a lively beach scene with a large group of people gathered under a white tent. There are numerous surfboards scattered around the area, with some placed near the tent and others further away. The people are standing and interacting with each other, creating a vibrant atmosphere.

In addition to the people and surfboards, there are a few chairs and umbrellas scattered throughout the scene. Some chairs are placed near the tent, while others are located further away. Umbrellas can be seen in various locations, providing shade for the beachgoers.

Overall, the scene is bustling with activity, as people enjoy their time at the beach and eng",0.0,False,chair|person|surfboard|umbrella,person,,4,1,0
521052,000000521052.jpg,"The image features a large truck with a unique and artistic design painted on its side. The truck is parked on the side of the road, and the artwork appears to be a mural or a painting. The truck is positioned in the middle of the scene, and the artwork covers a significant portion of its side.

There are no people or animals visible in the image, but the artistic design on the truck is the main focus of the scene.",0.5,True,car|truck,person|truck,person,2,2,1
521717,000000521717.jpg,"The image captures a tennis match in progress, with a woman in a blue dress swinging a tennis racket on a blue court. She is in the middle of a serve, and the tennis ball is in the air. There are two other people in the scene, one standing close to the woman and another further away.

In addition to the people, there are two chairs visible in the background, one on the left side and the other on the right side of the court. A bottle can also be seen placed near the right side of the court.",0.25,True,chair|person|sports ball|tennis racket,bottle|person|sports ball|tennis racket,bottle,4,4,1
523229,000000523229.jpg,"The image features a white toilet with a purple lid, situated in a bathroom. The toilet is placed next to a sign, which is likely providing information or instructions for users. The bathroom appears to be in a public setting, as there is a handicap sign on the wall. The overall scene suggests that the bathroom is designed to accommodate individuals with disabilities.",0.0,False,toilet,toilet,,1,1,0
525247,000000525247.jpg,"The image features a black cat sitting on a desk in front of a laptop computer. The cat appears to be curiously looking at the laptop screen. The laptop is placed on the desk, and a keyboard is also visible in the scene.

In addition to the cat and laptop, there are two people in the image. One person is located on the left side of the scene, while the other person is on the right side. A mouse can be seen on the left side of the desk, and a cell phone is placed near the center of the scene.",0.75,True,cat|laptop,cat|cell phone|dining table|keyboard|laptop|mouse|person|tv,cell phone|dining table|keyboard|mouse|person|tv,2,8,6
526728,000000526728.jpg,"The image features a man and a woman standing outside a building, possibly a restaurant or a hotel. They are surrounded by various pieces of luggage, including multiple suitcases and a handbag. The suitcases are of different sizes and are placed around the couple, with some closer to the foreground and others further back. The handbag is located near the couple, close to the right side of the image. The couple appears to be posing for a picture, possibly for a special occasion or a memorable trip.",0.0,False,car|handbag|person|suitcase,handbag|person|suitcase,,4,3,0
